RAJKOT,AAGMAN HOSPITAL,MADHAV VATIKA RAIYA ROAD.,360007
RAJKOT,AAKAR HOSPITAL,"VIRANI SCHOOL CHOWK,OPP PUNJAB BANK,RAMKRISHNA NAGAR MAIN ROAD,",360002
MEHSANA,AAKASH EYE HOSPITAL,"A 19-20,SURAKSHA SOCIETY NEAR B.ED COLLEGE,VISNAGAR",384002
DELHI,AAKASH HOSPITAL,"90/43, MALVIYA NAGAR, ",110017
CHENNAI,AAKASH HOSPITAL,"# 395, T.H. ROAD,NEAR ' AJAX' BUS STAND.",600019
KOPARKHAIRANE,AAKASHDEEP HOSPITAL,"# 98, SECTOR-7, KOPERKHAIRNA,",400706
TIRUNELVEL,AARATHI HOSPITAL,"60,SANTHAIPETTAI STREET, NEAR BUS STOP",628502
VIZAG,AARIF NURSING HOME,"AARIF NURSING HOME & LAKSHMI STREE, NEAR INCOME TAX OFFICE",500037
MUMBAI,AAROGYA POLYCLINIC & HEALTH CARE CENTRE,"PLOT #51, SECTOR-40, UGAM COMPLEX,NEAR SEA WOODS STATION, NERUL WEST",400706
KARUR,AARTHY EYE HOSPITAL,"#16, SENGUNTHAPURAM MAIN ROAD, KARUR.",639002
RAJKOT,AARUNI HOSPITAL PVT LTD,"NEXT TO HOLY SCHOOL,KALAWAD ROAD,",360001
KUTCH,AARYAN INSTITUTE OF MEDICAL SCIENCES,"NAVANAKA,MANDVI,NEAR OPP SAWMI NARAYANA MANDIR",370465
ANANTHAPUR,AASHA HOSPITAL,"7-201,COURT ROAD",515002
GURGAON,AASHIRWAD HOSPITAL,"G-121, ORIENTAL VILLA, SUSHANT LOK-III, SECTOR-57.",122002
THANE,AASHIRWAD HOSPITAL,"OM SHRADDHA TOWER, ABOVE TDCC BANK PUNE LINK ROAD, TISGAON, KALYAN EST, THANE.",421306
MUMBAI,AASHIRWAD NURSING HOME,"ASHIRWAD, SWAMI SAMARTH NAGAR, 2ND CROSS LANE, LOKHANDWALA COMPLEX, ANDHERI WEST",400053
MUMBAI,AASHIRWAD NURSING HOME & ICCU,"A3, NEW GREEN APARTMENTS, TILAK CHOWK, TUREL PAKHADI ROAD, MALAD W) ",400064
MUMBAI,AASHISH NURSING HOME,"B 106, SHROFF APARTMENT, SODAWALA LANE, S.V.P.ROAD, BORIVLI W),",400092
DELHI,AASHLOK NURSING HOME PVT LTD,"A-25,BLOCK-AB,COMMUNITY CENTRE,Safdarjung Enclave,",110029
MUMBAI,AASHNA NURSING HOME,"A-101, 1ST FLOOR, ADITI SOCIETY, 4 BUNGLOWS, ANDHERI WEST)",400058
FARIDABAD,AASTHA EYE CENTRE,"59, NERU TOWER",121001
MUMBAI,AASTHA HEALTH CARE,"MULUND COLONY, OFF L.B.S ROAD, OPP CHHEDA PETROL PUMP, MULUND WEST",400082
AHMEDABAD,AASTHA HOSPITAL,"403/4, AISHWARYA COMPLEX,2-PRAKASH NAGAR SOCETY,JAWAHAR CHAWK",380008
KOLHAPUR,AASTHA HOSPITAL,"ROYAL PRIDE OPP HOTEL GOKUL #350/1,STATION ROAD,",416003
THANE,AASTHA HOSPITAL,"NO.104,NEW KRISHNA HOUSING SOCIETY,NEAR DHURI MOTORS,AMBADI ROAD,VASAI(W),THANE,",401202
ULHASNAGAR,AASTHA HOSPITAL,"HOSPITAL AREA, ULHASNAGAR",421003
DELHI,AASTHA HOSPITAL ,L-2/50.NEW MAHAVIR NAGAR OUTER RING ROAD NEARJANKIPUR DISTIC CENTRE ,110018
SRIGANGANAGAR,AASTHA KIDNEY & GENERAL HOSPITAL,"2D1, SUKADRA NAGAR",335001
MUMBAI,AASTHA NURSING HOME,"862 ASTHA NURSING HOME,10 NARSINHA NIVAS 2ND FLOOR, NEAR DAUD BAUG, 126 JP ROAD, ABOVE PUNJABI GHASITARAM HALWAI, ANDHERI WEST)",400058
MUMBAI,AAYUSH EYE CLINIC,"201 CORAL CLASSIC BULDING, PLOT 955/956, 20 ROAD, CHEMBUR",400511
BIJNOR,AAYUSHMAAN HOSPITAL,KIRATPUR ROAD ,246701
KURNOOL,AAYUSHMAN THE FAMILY HOSPITAL,"D.NO.45/145A1,VENKATARAMANA COLONY",518003
NAGERCOIL,ABDUL KHADIR HOSPITAL,"PARAKKAI ROAD, ELANKADAI, KOTTAR",629002
RANCHI,ABDUR RAZZAQUE ANSARI MEMORIAL WEAVERS HOSP  APOLLO GROUP),NATIONAL HIGH WAY # 33,835238
KANPUR,ABHA NURSING HOME," # 10/503-B, ALLENGANJ, TILAK NAGAR, KANPURNAGAR",208002
RAJAMUNDRY,Abhay Nursing home,"J N ROAD RAMALAYAM, TILAK ROAD",533003
HYDERABAD,ABHAYA -BBC CHILDRENS HOSPITAL,HINDI MAHAVIDYALAYA COMPLEX O.V.ROAD VIDYA NAGAR ,500044
VIZAG,ABHAYA CRITICAL CARE,"18-1-34, OPP. K.G.H. GATE, MAHARANIPETA",530002
BANGALORE,ABHAYA EYE HOSPITAL,"#77,BSK 3RD STAGE, 100FT RING ROAD,5TH BLOCK.",560085
BANGALORE,ABHAYA HOSPITAL,"17, DR.M.H.MARI GOWDA ROAD,(HOSUR ROAD)OPP 9TH CROSS BUS STOP,WILSON GARDEN.",560027
BELTHANGADY,ABHAYA HOSPITAL,1-78C JAINPET,574214
MIRYALAGUDA,ABHI SAI HOSPITAL,DOCTOR'S COLONY,508207
CHENNAI,ABHIJAY HOSPITAL P) LTD.,"22/2, ESI HOSPITAL ROAD, PERAVALLUR, NEAR THIR.VI.KA NAGAR JUNCTION",600011
MUMBAI,ABHIJIT HOSPITAL,"DIVYA TRUSHA, MAMLATDAR WADI ROAD, MALAD WEST), MUMBAI-400064",400064
BANGALORE,ABHILASH HOSPITAL & SARA REHABILITATION CENTRE,"# 271, 100 FEET ROAD, 5TH BLOCK, III STAGE, BANASANKARI",560085
CHANDIGARH,ABHILASHA HOSPITAL,"H.NO: 201,SECTOR 35-A,",160022
PATNA,ABHINANDAN HOSPITAL,"0/60, DOCTORS COLONY, KANKAR BAGA",800020
LUCKNOW,ABHINAV DRISHTI HOSPITAL,"78-71,B-719,SECTOR C MAHANAGAR, GOBAL MARKET, CHUNNIRAL CHOWK",226006
NAGPUR,ABHINAV MULTISPECIALITY HOSPITAL,"SAMACHOK, NAYANAKASHA",440017
AHMEDABAD,ABHISHEK MATERNITY AND NURSING HOME,"104-105,SHIVALAY-II A.JODHPUR, SATELLITE.",380015
MUMBAI,ABHISHEK NURSING HOME L.P.DIAGNOSTICS PVT.LTD.),"JAGRUTI CO-OP HOUSING SOCIETY, NEAR MARATHA MANDIR, CO-OP BANK, BHATWADI, GHATKOPAR W)",400084
COIMBATORE,ABINAND HOSPITAL,"237-F/7, POLLACHI MAIN ROAD,SUNDRAPURAM",641024
CUDDALORE,ABIRAAMI HOSPITAL,"24 ALC CAMPUS, NEAR POST OFFICE BUS STOP",607001
MUMBAI,A-CARE ORTHOPAEDIC & GENERAL HOSPITAL,"G-1, GIRIRAJ TOWER, SAI BABA NAGAR, MIRA BHAYANDER ROAD, MIRA ROAD.",401107
ERODE,ACCHUTHA EYE CARE,"H-3EVN ROAD, PERMAR NAGAR, NEAR SURAMPATTI NAAL ROAD",638009
GANDHINAGAR,ACCIDENT FRACTURE AND ORTHOPEDIC HOSPITAL,"392/2 SEETOR-22, GH5 1/2 NR AYURVEDIC HOSPITAL ROAD",382010
JAMMU,ACHARYA SHRI CHANDER COLLEGE OF MEDICAL SCIENCES & HOSPITAL,"P.B # 5, HPO GANDHI NAGAR,JAMMU-180017.N.H. BYE PASS, P,O. MAJEEN ASCOMS)SIDHRA.",180017
BANGALORE,ACHARYA TULSI JAIN HOSPITAL,"MOM(M)W6-P-6,#22/2-1,6TH CROSS,K.N EXTENSION",560022
WARDHA,ACHARYA VINOBA BHAVE RURAL HOSPITAL,"YAVATMAL ROAD, SAWANGI MEGHE)",442004
KARWAR,ACHYUT PANDIT HOSPITAL,"KUMBESWAR TEMPLE ROAD,KUMTA",581343
DELHI,ACTION CANCER HOSPITAL,"H-2/FC-34, A4 PASCHIM VIHAR OPP SPORTS COMPLEX ",110063
BANGALORE,ACURA HEALTH CARE PVT LTD,"#435,18TH MAIN,KORAMANGALA 6TH BLOCK",560095
SURAT,ADARSH HOSPITAL,"16-23, SURYAKIRAN APPARTMENTS,1ST FLR,GHODDOD ROAD, NEAR ST ZAVIER'S SCHOOL",395007
VALSAD,ADARSH HOSPITAL," DOCTOR HOUSE  HALAR ROAD, ",396001
MUMBAI,ADARSH HOSPITAL,"MEENAKSHI, C- WING, 1ST FLOOR, ORLEM CIRCLE, MALAD W).",400064
PUNE,ADARSH HOSPITAL,"SN 11/12,KONDHWA BUDRUK,NEAR KATRAJ KHONDWA ROAD,NEAR KAVERI APARTMENTS",411048
AHMEDABAD,ADARSH HOSPITAL PVT LTD,"HALAR ROAD, DOCTOR HOUSE.",396001
AHMEDABAD,ADARSH HOSPTIAL,"#6, AMBIKA SOCIETY, USHMANPURA",380013
EASTGODAVARI,ADARSH MULTISPECIALITY HOSPITAL & NEURO CENTRE,"86-8-12, TILAK ROAD,RAJAHMUNDRY",533103
BELLARY,ADARSH NURSING HOME,"GOPAL SWAMY ROAD,",583103
KUNDAPUR,ADARSHA HOSPITAL,"N.H. # 17, KUNDAPURA",576201
UDUPI,ADARSHA MULTISPECIALITY HOSPTIAL & INSTITUTE OF CARDIODIABETIES & JOINT REPLACEMENT,"NEAR SERVICES BUS STAND, OPP.KSRTC BUSSTAND",576101
WARANGAL,ADARSHA NETHRALAYAM,"9-56, MANDI BAZAR.",506002
TUMKUR,ADARSHA NURSING HOME,"SHARADADEVI NAGAR, OPP MG STADIUM",572103
VIZAG,ADARSHA ORTHOPAEDIC CENTRE,"# 14-38-4, GOKHELE ROAD,VISAKHAPATNAM",530002
HIMAYATNAGAR,ADAVALLY DAMODAR REDDY MEMORIAL HOSPITAL,"RAHAMATH PUR, BEHIND MASJID",500013
MANDYA,ADICHUNCHANAGIRI HOSPITAL & RESEARCH,"BALAGANGADHARANATHA NAGARA, NAGAMANGALA TALUK, ",571448
GUNTUR,Adilakshmi Nursing Home,"G B C Road, ponnur,",522124
BANGALORE,ADITHI MATERNITY AND GENERAL NURSING HOME,"NO. 78, OMKAR NAGAR, MICO LAYOUT, ARIKERE",560076
MYSORE,ADITHYA ADHIKARI HOSPITAL,"417, GONTOUR ROAD, GOKULAM, 3rd STAGE, NEAR SRINIVAS TEMPLE, VONTIKOPPAL",570002
MUMBAI,ADITI HOSPITAL,"ALHAD 185-R, P K ROAD, OPP:MUNICIPAL SPORTS COMPLEX, MULUNDW)  ",400080
MUMBAI,ADITI HOSPITAL,"1ST FLOOR, PARAM RATAN APPTS, MALAD WEST,",400064
MUMBAI,ADITI HOSPITAL ,"NIRAV,NEAR THAKUR, POLYTECHNIC, OFF WE HIGHWAY, KANDIVLI EAST,",400101
BANGALORE,ADITI HOSPTIAL,"GANDHI SQUARE NEWPET,",562106
GHAZIABAD,ADITI MEDICAL CENTRE,"SECTOR-4, PLOT NO-117, NEAR RAMLILA GROUND.",201012
PUNE,ADITYA BIRLA MEMORIAL HOSPITAL,"ADITYA BIRAL HOSPITAL MARG, PO CHINCHWAD.",411033
KHURDA,ADITYA CARE HOSPITAL,"329/1929 (P), CHANDRASEKHARPUR, NEAR MUNICIPAL KALYAN MANDAP",751014
DIBRUGARH,ADITYA DIAGNOSTICS & HOSPITAL,"BORDOLOI AVENUE,",786005
MUMBAI,ADITYA EYE CLINIC,"M.G.ROAD, RONIK APTS, 1ST FLOOR-KANDIVALWEST)",400067
PUNE,ADITYA EYE CLINIC AND CONTACT LENS CENTRE,"OFFICE # 1A,KUMAR PLAZA,M.G.ROAD,",411001
BELGAUM,ADITYA HOSPITAL,"RAMDEV GALLI, OPP GOLD MUSEUM",590062
CHENNAI,ADITYA HOSPITAL,"NO.7,BARNBAY ROAD,KILPAUK ROAD, BEHIND KILPAUK MEDICAL COLLEGE",600010
MUMBAI,ADITYA JYOT EYE HOSPITAL PRIVATE LTD.,"ASHIRWAD BLDG-168D, VIKARWADI, DR.AMBEDKAR ROAD, DADAR TT",400014
WARANGAL,ADITYA MULTISPECIALITY HOSPITAL,"OPP: POLICE PARADE GROUNDS,HANAMKANDA,KISHANPURA.",506001
KURNOOL,ADITYA NURSING HOME,"NO.1/541-135,AAS COLLEGE ROAD,ADONI,",518302
INDORE,ADITYA NURSING HOME,"#315, USHA NAGAR EXTENSION.",421501
MUMBAI,ADITYA NURSING HOME,Ambernath,421501
MUMBAI,ADITYA NURSING HOME,"GOPAL SADAN,NEAR PUMP HOUSE BRIDGE",400093
TUMKUR,ADITYA ORTHOPAEDIC & TRAUMA CENTRE,"SRI SHIVAKUMAR SWAMY CIRCLE, BH RAOD",572103
AHMEDABAD,ADITYA ORTHOPAEDIC HOSPITAL,"#201,202,ADITYA PLAZA,JODHPUR ROAD,SATELLITE",380015
DELHI,ADITYA VARMA MEDICAL CENTRE,"32-CHITRA VIHAR, VIKAS MARG.",110092
MOHALI,ADITYAJ HOSPITAL,"S.C.O.18,(F.F),PHASE-1,S.A.S,NAGAR",160055
KOLKATA,ADVANCE MEDICARE & RESEARCH INSTITUTE,"JC-16-17, SALT LAKE CITY ",700009
JAIPUR,ADVANCED NEUROLOGY AND SUPER SPECIALITY HOSPITAL,"D-358, BRAIN TOWER MALVIYA NAGAR GAURAV TOWER",302017
MUMBAI,ADVANCED ORTHOPAEDIC AND SUPERSPECIALITY CENTRE,"# 140-142, JAYANT ARCADE, M.G. ROAD, GHATKOPAR WEST",400086
SURAT,ADVENTIST WOCKARDT HEART HOSPITAL,24 ATHWALINES SURAT,395006
CHENNAI,ADYAAR P.M. HOSPITAL & RESEARCH CENTRE PVT.LTD,"# 58, L.B. ROAD, ADYAR, ",600020
BANGALORE,AEINULLAH EYE HOSPITAL,"#90, AUSTIN TOWN LAYOUT, NEAR B.D.A SHOPPING COMPLEX.",560047
BANGALORE,AGADI HOSPITAL,"35, H Siddhaiah Road, Wilson Garden, Bangalore",560017
BHOPAL,AGARWAL HOSPITAL,"E-3/15, ARERA COLONY.",462016
MUMBAI,AGARWAL HOSPITAL,"NO.28-B1,KRISHNA KUNJ,OPP.CITI CENTRE,S.V.ROAD,GOREGAON(WEST),",400062
PUNE,AGARWAL MATERNITY & GENERAL HOSPITAL,"S/N 45/1,2 & 5,SANGARSH CHOWK,KHARADI ROAD,CHANDANNAGAR,",411014
DELHI,AGARWAL MEDICAL CENTRE,"E-234, GREATER KAILASH, PART – I, NEAR G.K.I M-BLOCK MARKET",110048
KURUKSHETRA,AGARWAL NURSING HOME," SALARPUR ROAD, 2KM FROM RAILWAY STATION, KURUKSHETRA",136118
MUMBAI,AGARWAL NURSING HOME,"SHANTI CENTRE PLOT # 8, SEC-17, VASHI",400703
CHENNAI,AGASH NURSING HOME,"#234, G.S.T. ROAD, CHROMEPET",600044
DELHI,AGGARWAL DHARMARTH HOSPITAL SOCIETY,"#24/9, SHAKTI NAGAR,DELHI",110007
MUMBAI,AGGARWAL EYE HOSPITAL,"KOLDONGRI, VILE PARLE EAST",400057
FARIDABAD,AGGARWAL MEDICAL CENTRE,JIWAN NAGAR GAUNCHI SECTOR-55.,121004
DELHI,AGGARWAL NURSING HOME,"2528/192,TRI NAGAR,TOTA RAM BAZAR",110035
MUMBAI,AGRAWAL EYE HOSPITAL,"S.V ROAD, OPP.MALAD TELEPHONE EXCHANGE, MALAD WEST.",400064
DELHI,AGRAWAL EYE INSTITUE,"A-235, SHIVALIK, NEAR MALVIYA NAGAR BUS TERMINAL",110017
PATAN,AGRAWAL HOSPITAL,"5TH LANE,FIRST FLOOR,KILACHAND CENTRE,STATION ROAD",384265
RAIPUR,AGRAWAL HOSPITAL A UNIT OF AGRAWAL INSTITUTE OF MEDICAL SCIENCES PVT ,"OPP RAJ KUMAR NARAVAN SUKLA CLINIC, GE ROAD",492012
MUMBAI,AGRWAAL NURSING HOME,"BOMBAY MARKET, ST.ROAD, BHAYANDER WEST",401101
PALAKKAD,AHALIA FOUNDATION EYE HOSPITAL,"PP #120,KANAL BIRIDU ROAD, WALAR",678557
NELLORE,AHALYADEVI NURSING HOME,"16-1-712, NEAR NEHRU STATE, TRUNK ROAD.",524003
BHIWANDI,AHIRKAR HOSPITAL,"NEAR RATAN CINEMA, NARPOLI, BHIWANDI",421302
GURGAON,AHMED HOSPITAL,SECTOR-15PART-2.,122001
SRINAGAR,AHMED HOSPITALS,"GULSHAN NAGAR,BYEPASS,NOWGAM",190015
AHMEDABAD,AHMEDABAD HEALTHCARE P) LTD SUKHMANI HOSPITAL),"OFF ASHRAM ROAD, NEAR KANDOI BHOGILAL MULCHAND, DINESH HALL, NAVRANGPURA,",380009
GURGAON,AHOOJA EYE & DENTAL INSTITUTE,5601 DAYANAND COLONEY NEW RAILWAY ROAD.,122001
ULHASNAGAR,AHUJA NURSING HOME AND POLYCLINIC,"1ST FLOOR, DAS CHAMBERS, FURNITURE, BAZAR, ULHAS NAGAR",421002
MUMBAI,AHURA NURSING HOME,"MARVE ROAD, MALAD WEST,NEAR STATE BANK OF INDORE",400064
MANACAUD,AISHA MEMORIAL HOSPITAL TSUNAMI PROJECT ONLY),"PARUTHIKUZHY, MANACAUD",695009
PATAN,AJANI HOSPITAL,"SIDHARAJ JAYSINGH MARG, SIDHPUR, ",384151
LUCKNOW,AJANTA HOSPITAL & IVF CENTRE PVT LTD,"#765, NEAR KRISHNA CINEMA, KANPUR ROAD, ALAMBAGH.",226005
CHELLAKERE,AJAY MEDICAL CENTRE,"NEAR BUSSTAND,CHELLAKERE",577522
BELGAUM,AJIT SURGICAL & MATERNITY HOME,"CHIKKODI ROAD, RAIBAG",591317
AJMER,AJMER HOSPITAL,158/X CIVIL LINES,305001
BHOPAL,AJWANI EYE HOSPITAL P) LTD,"# 115, BERASIA ROAD,",462016
MUMBAI,AKANKSHA MATERNITY & SURGICAL HOSPITAL,"6, MANISH TOWER, MANISH NAGAR, J.P. ROAD, ANDHERI W)",400058
KOTA,AKANSHA ORTHOPEDIC CENTRE,"5A,2 VIGYAN NAGAR",324005
RAJKOT,AKAR HOSPITAL,"MIRANI CHOWK,RAMAKRISHNA MAIN ROAD, OPP COMMINER BUNGLE",360001
COIMBATORE,AKILESH ORTHOPAEDICS HOSPITALS,"95 - 97,SHATRI ROAD, RAMNAGAR",641009
EASTGODAVARI,AKIRA EYE HOSPITAL,"ARYAPURAM,RAJAHMUNDRY",533104
MUMBAI,AKSHAR EYE CLINIC,"1ST, FLOOR,RADHA VISHWESHWAR BUILDING,NARSING LANE,OPP N.LHIGH SCHOOL,MALAD WEST",400064
AHMEDABAD,AKSHAR EYE HOSPITAL,KANDHARI APPARTMENT GROUND FLOOR,382340
AHMEDABAD,AKSHAR HOSPITAL,"3RD FLOOR,  ASHTMANGAL COMPLEX, SHAHIBAUG CROSSING ROAD, NEAR RAJASTHAN HOSPITAL",380004
AHMEDABAD,AKSHAR SURGICAL HOSPITAL,"2ND FLOOR, VIDITA AVENUE, NEAR JAYHIND,CHAR RASTA, MANINAGAR.",380008
AHMEDABAD,AKSHARDEEP ORTHOPAEDIC HOSPITAL,"2ND FLOOR, SHUBH COMPLEX, NR. RAJASTHAN HOSPITAL, SHAHIBAUG.",380004
TUMKUR,AKSHARE EYE FOUNDATION,"#6052, RAILWAY STATION ROAD, OPP.TOWN HALL",572102
RAIGAD,AKSHAY EYE CLINIC,"#842,MAHATMA GANDHI ROAD,PANVEL",410206
KORBA,AKSHAY HOSPITAL,"M.P. NAGAR,",495681
TUMKUR,AKSHAY HOSPITAL,"2ND CROSS, ASHOKNAGAR",572102
BULDANA,AKSHAY JYOT EYE HOSPITAL,"YASHOWARDHAN, MUTTHE LAYOUT, BEHIND BUS STAND",443001
BANGALORE,AKSHAY MALLYA HOSPITAL,"VARTHUR MAIN ROAD,MARATHALLI",560037
PUNE,"AKSHAY MEDICAL FOUNDATION,","G-204,MAIN ROAD, LONAVLA",410401
BHOPAL,AKSHAYA  HEART HOSPITAL,"RISHI NAGAR,CHAR IMLI,OPP EKANT PARK,LINK ROAD # 3,",462016
BANGALORE,AKSHAYA NETHRALAYA,"#225,NAGARBHAVI MAIN ROAD,ANUBHAVA NAGAR",560072
KOLAR,AKSHAYA NURSING HOME,"III CROSS, GOWRIPET",563101
MYSORE,AKSHAYA NURSING HOME,"KAIVALYA MARG, TARISHAN CONVENT, SIDDARTHA LAYOUT",570011
KANPUR,AKSHI EYE CARE CENTRE,"2/344-A, AZAD NAGAR, KANPUR, UTTAR PRADESH",200002
MUMBAI,AKSHI EYE CENTRE,"#169A, DR.AMBEDKAR ROAD, DADAR TT",400014
SHAMSHABAD,AKSHITHA HOSPITALS,"H.NO-11-32/6, MAHAVIR ENCLAVE, PHASE II, OPP TO MANDAL REVENUE OFFICE, SHAMSHABAD",501218
MALAPURAM,AL SALAMA EYE HOSPITAL,"HOSPITAL ROAD, NEAR GOVT HOSPITAL, PERINTHALMANNA",679322
RANCHI,ALAM HOSPITAL & RESEARCH CENTRE,BOOTY ROAD BARIATU,834009
TENALI,Alapati Nursing Home,"gopalreddy street, ganganammapet, tenali",522201
TRIVANDRUM,AL-ARIF HOSPITAL,"TC-48/659,AMBALATHARA, NEAR MILMADIARY",695026
PUNE,ALATKAR HOSPITAL,"BHOSALE GARDEN,OPP 111 BUS STOP,PUNE SOLAPUR ROAD",411028
PANCHKULA,ALCHEMIST HOSPITALS LTD,Sector 21 PANCHKULA,134112
COCHIN,ALEXANDER EYE CENTRE,"34/629A,A1,B,",682024
BANGALORE,ALFA CLINIC,"18', 24TH MAIN, I PHASE, JP NAGAR",560078
PUNE,ALHAT NURSING HOME,"HIRA-RATAN PLAZA,PUNE NASHIK HIGHWAY PMT CHOWK,BHOSARI",411039
KUNNAMKULAM,ALLED HOSPITAL LIMITED (TSUNAMI PROJECT ONLY),"2/333,GURUVAYOOR ROAD,",680521
VARANASI,ALLIANCE HOSPITAL,"C-20/1-73, RAMA KANT NAGAR COLONY",221010
THANE,ALLIANCE HOSPITAL,"TULINJ, NALLASOPARA EAST)",401209
MALAPURAM,ALMAS HOSPITAL,"CHANGUVETTY, KOTTAKAL, MALAPPURAM",676503
KOTA,ALOK HOSPITAL,"1A5 SFS SHEELA CHOWDRY MAIN ROAD, TALMANDI",324005
ERNAKULAM,ALPHA ENT HEAD AND NECK RESEARCH INSTITUTE AND HOSPITAL,"DESHABHIMANI ROAD,KALOOR",682017
KOLKATA,ALPHA MEDICAL SERVICES PVT LTD,"13TH LALA LAJPATHRAI, SARANI ELGIN ROAD",700020
KOLKATA,ALPHA MEDICAL SERVICES PVT)  LTD,21/1 DOBSON ROAD HOWRAH ,711101
HYDERABAD,ALPHA SUPER SPECIALITY HOSPITAL,"23-1-863. BSIDES MCH SWIMMING POOL, MOGHALPURA.",500024
ERNAKULAM,ALPHONSA HOSPTIAL KARUKUTTY,CHURCH (VIA) ANGAMALY,683576
GURGAON,ALPS HOSPITAL PVT LTD,"BLOCK B, SUSHANT LOK PHASE-1,NEXT TO PARK PLAZA HOTEL",122001
MALAPURAM,AL-SHIFA HOSPITAL,"PB NO. 26, BIG BAZAR, OOTTY ROAD,PERINTALMANNA ",679322
ERNAKULAM,AL-SHIFA SUPER SPECIALTY HOSPITAL FOR PILES,"RAJAJI ROAD, NEAR KSRTC",682035
POLLACHI,ALVA HOSPITAL PVT LTD,"74/A2, MEENKARAI ROAD,AMBALAMPALAYAM",642103
TRICHUR,AMALA CANCER HOSPITAL & RESEARCH CENTRE,"AMALANAGAR,",680555
CHANDIGARH,AMAR HOSPITAL,"SECTOR-70,S.A.S NAGAR, MOHALI,",160071
DELHI,AMAR LEELA HOSPITALS,"B-1/6, JANAK PURI, MAIN NAJAFGARH ROAD, ",110058
JAIPUR,AMAR MEDICAL & RESEARCH CENTRE,"KIRANPATH,MANSAROVAR,",302020
MUMBAI,AMAR NURSING HOME,"AMAR APARTMENTS, S V ROAD, OPP TELEPHONE EXCHANGE,  KANDIVILI WEST)",400067
KARUR,AMARAVATHI HOSPITAL,"# 26, RAMANUJAM NAGAR, KOVAI ROAD,",639002
GUNTUR,AMARAVATHI INSTITUTE OF MEDICAL SCIENCES PVT LTD,"HOSPITAL ROAD,MUKKU NARASA REDDY PLAZA,KOTHAPETA,NEAR BUS STAND,",522265
THANE,AMARDEEP NURSING HOME,"101, RATHNA TARANG, OLD NAGRDAS ROAD. ANDHERI E)",400069
HYDERABAD,AMBAA HOSPITALS,"9-1-29/23, OPP TO PRATHAP THEATRE CINE THEATRE, LUNGER HOUSE ",500008
